plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,cell_counts,label
2A1_N03,N03,Plate2_drugs,2,cytochalasin-d,treated,1,0.05,2A1,14,3,301,7
2A1_N04,N04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,14,4,924,1
2A1_N05,N05,Plate2_drugs,2,cytochalasin-d,treated,0.5,0.025,2A1,14,5,335,6
2A1_N06,N06,Plate2_drugs,2,cytochalasin-d,treated,0.25,0.0125,2A1,14,6,495,5
2A1_N07,N07,Plate2_drugs,2,cytochalasin-d,treated,0.125,0.00625,2A1,14,7,737,4
2A1_N08,N08,Plate2_drugs,2,cytochalasin-d,treated,0.0625,0.003125,2A1,14,8,634,3
2A1_N09,N09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,14,9,733,1
2A1_N10,N10,Plate2_drugs,2,cytochalasin-d,treated,0.03125,0.0015625,2A1,14,10,818,2
2A1_N11,N11,Plate2_drugs,2,cytochalasin-d,treated,0.015625,0.000781,2A1,14,11,791,1
2A1_N14,N14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,14,14,596,1
2A1_N20,N20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,14,20,653,1
2A1_O05,O05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,15,5,681,1
2A1_O10,O10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,15,10,645,1
2A1_O15,O15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,15,15,727,1
2A1_O21,O21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,15,21,857,1
2A2_B02,B02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,2,2,733,1
2A2_B03,B03,Plate2_drugs,2,lomustine,treated,1,20,2A2,2,3,518,7
2A2_B04,B04,Plate2_drugs,2,lomustine,treated,0.5,10,2A2,2,4,610,6
2A2_B05,B05,Plate2_drugs,2,lomustine,treated,0.25,5,2A2,2,5,820,5
2A2_B06,B06,Plate2_drugs,2,lomustine,treated,0.125,2.5,2A2,2,6,775,4
2A2_B07,B07,Plate2_drugs,2,lomustine,treated,0.0625,1.25,2A2,2,7,696,3
2A2_B08,B08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,2,8,696,1
2A2_B09,B09,Plate2_drugs,2,lomustine,treated,0.03125,0.625,2A2,2,9,643,2
2A2_B10,B10,Plate2_drugs,2,lomustine,treated,0.015625,0.3125,2A2,2,10,665,1
2A2_B11,B11,Plate2_drugs,2,fluvastatin,treated,1,20,2A2,2,11,318,7
2A2_B12,B12,Plate2_drugs,2,fluvastatin,treated,0.5,10,2A2,2,12,542,6
2A2_B13,B13,Plate2_drugs,2,fluvastatin,treated,0.25,5,2A2,2,13,731,5
2A2_B14,B14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,2,14,576,1
2A2_B15,B15,Plate2_drugs,2,fluvastatin,treated,0.125,2.5,2A2,2,15,681,4
2A2_B16,B16,Plate2_drugs,2,fluvastatin,treated,0.0625,1.25,2A2,2,16,650,3
2A2_B17,B17,Plate2_drugs,2,fluvastatin,treated,0.03125,0.625,2A2,2,17,652,2
2A2_B18,B18,Plate2_drugs,2,fluvastatin,treated,0.015625,0.3125,2A2,2,18,699,1
2A2_B19,B19,Plate2_drugs,2,monensin,treated,1,20,2A2,2,19,268,7
2A2_B20,B20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,2,20,793,1
2A2_B21,B21,Plate2_drugs,2,monensin,treated,0.5,10,2A2,2,21,241,6
2A2_B22,B22,Plate2_drugs,2,monensin,treated,0.25,5,2A2,2,22,258,5
2A2_B23,B23,Plate2_drugs,2,monensin,treated,0.125,2.5,2A2,2,23,316,4
2A2_C02,C02,Plate2_drugs,2,monensin,treated,0.0625,1.25,2A2,3,2,381,3
2A2_C03,C03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,3,3,724,1
2A2_C04,C04,Plate2_drugs,2,monensin,treated,0.03125,0.625,2A2,3,4,486,2
2A2_C05,C05,Plate2_drugs,2,monensin,treated,0.015625,0.3125,2A2,3,5,585,1
2A2_C06,C06,Plate2_drugs,2,dactinomycin,treated,1,20,2A2,3,6,236,7
2A2_C07,C07,Plate2_drugs,2,dactinomycin,treated,0.5,10,2A2,3,7,308,6
2A2_C08,C08,Plate2_drugs,2,dactinomycin,treated,0.25,5,2A2,3,8,554,5
2A2_C09,C09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,3,9,891,1
2A2_C10,C10,Plate2_drugs,2,dactinomycin,treated,0.125,2.5,2A2,3,10,621,4
2A2_C11,C11,Plate2_drugs,2,dactinomycin,treated,0.0625,1.25,2A2,3,11,665,3
2A2_C12,C12,Plate2_drugs,2,dactinomycin,treated,0.03125,0.625,2A2,3,12,780,2
2A2_C13,C13,Plate2_drugs,2,dactinomycin,treated,0.015625,0.3125,2A2,3,13,812,1
2A2_C14,C14,Plate2_drugs,2,amsacrine,treated,1,20,2A2,3,14,282,7
2A2_C15,C15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,3,15,847,1
2A2_C16,C16,Plate2_drugs,2,amsacrine,treated,0.5,10,2A2,3,16,303,6
2A2_C17,C17,Plate2_drugs,2,amsacrine,treated,0.25,5,2A2,3,17,239,5
2A2_C18,C18,Plate2_drugs,2,amsacrine,treated,0.125,2.5,2A2,3,18,357,4
2A2_C19,C19,Plate2_drugs,2,amsacrine,treated,0.0625,1.25,2A2,3,19,343,3
2A2_C20,C20,Plate2_drugs,2,amsacrine,treated,0.03125,0.625,2A2,3,20,654,2
2A2_C21,C21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,3,21,898,1
2A2_C22,C22,Plate2_drugs,2,amsacrine,treated,0.015625,0.3125,2A2,3,22,840,1
2A2_C23,C23,Plate2_drugs,2,9-aminoacridine,treated,1,20,2A2,3,23,203,7
2A2_D02,D02,Plate2_drugs,2,9-aminoacridine,treated,0.5,10,2A2,4,2,184,6
2A2_D03,D03,Plate2_drugs,2,9-aminoacridine,treated,0.25,5,2A2,4,3,298,5
2A2_D04,D04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,4,4,790,1
2A2_D05,D05,Plate2_drugs,2,9-aminoacridine,treated,0.125,2.5,2A2,4,5,593,4
2A2_D06,D06,Plate2_drugs,2,9-aminoacridine,treated,0.0625,1.25,2A2,4,6,789,3
2A2_D07,D07,Plate2_drugs,2,9-aminoacridine,treated,0.03125,0.625,2A2,4,7,892,2
2A2_D08,D08,Plate2_drugs,2,9-aminoacridine,treated,0.015625,0.3125,2A2,4,8,873,1
2A2_D09,D09,Plate2_drugs,2,emetine,treated,1,20,2A2,4,9,574,7
2A2_D10,D10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,4,10,870,1
2A2_D11,D11,Plate2_drugs,2,emetine,treated,0.5,10,2A2,4,11,862,6
2A2_D12,D12,Plate2_drugs,2,emetine,treated,0.25,5,2A2,4,12,799,5
2A2_D13,D13,Plate2_drugs,2,emetine,treated,0.125,2.5,2A2,4,13,823,4
2A2_D14,D14,Plate2_drugs,2,emetine,treated,0.0625,1.25,2A2,4,14,835,3
2A2_D15,D15,Plate2_drugs,2,emetine,treated,0.03125,0.625,2A2,4,15,858,2
2A2_D16,D16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,4,16,796,1
2A2_D17,D17,Plate2_drugs,2,emetine,treated,0.015625,0.3125,2A2,4,17,817,1
2A2_D18,D18,Plate2_drugs,2,digitoxin,treated,1,5,2A2,4,18,939,7
2A2_D19,D19,Plate2_drugs,2,digitoxin,treated,0.5,2.5,2A2,4,19,994,6
2A2_D20,D20,Plate2_drugs,2,digitoxin,treated,0.25,1.25,2A2,4,20,1014,5
2A2_D21,D21,Plate2_drugs,2,digitoxin,treated,0.125,0.625,2A2,4,21,867,4
2A2_D22,D22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,4,22,986,1
2A2_D23,D23,Plate2_drugs,2,digitoxin,treated,0.0625,0.3125,2A2,4,23,876,3
2A2_E02,E02,Plate2_drugs,2,digitoxin,treated,0.03125,0.15625,2A2,5,2,767,2
2A2_E03,E03,Plate2_drugs,2,digitoxin,treated,0.015625,0.078125,2A2,5,3,923,1
2A2_E04,E04,Plate2_drugs,2,desipramine,treated,1,20,2A2,5,4,157,7
2A2_E05,E05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,5,5,822,1
2A2_E06,E06,Plate2_drugs,2,desipramine,treated,0.5,10,2A2,5,6,182,6
2A2_E07,E07,Plate2_drugs,2,desipramine,treated,0.25,5,2A2,5,7,288,5
2A2_E08,E08,Plate2_drugs,2,desipramine,treated,0.125,2.5,2A2,5,8,443,4
2A2_E09,E09,Plate2_drugs,2,desipramine,treated,0.0625,1.25,2A2,5,9,376,3
2A2_E10,E10,Plate2_drugs,2,desipramine,treated,0.03125,0.625,2A2,5,10,428,2
2A2_E11,E11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,5,11,834,1
2A2_E12,E12,Plate2_drugs,2,desipramine,treated,0.015625,0.3125,2A2,5,12,692,1
2A2_E13,E13,Plate2_drugs,2,cisplatin,treated,1,10,2A2,5,13,777,7
2A2_E14,E14,Plate2_drugs,2,cisplatin,treated,0.5,5,2A2,5,14,825,6
2A2_E15,E15,Plate2_drugs,2,cisplatin,treated,0.25,2.5,2A2,5,15,882,5
2A2_E16,E16,Plate2_drugs,2,cisplatin,treated,0.125,1.25,2A2,5,16,1000,4
2A2_E17,E17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,5,17,841,1
2A2_E18,E18,Plate2_drugs,2,cisplatin,treated,0.0625,0.625,2A2,5,18,968,3
2A2_E19,E19,Plate2_drugs,2,cisplatin,treated,0.03125,0.3125,2A2,5,19,905,2
2A2_E20,E20,Plate2_drugs,2,cisplatin,treated,0.015625,0.15625,2A2,5,20,937,1
2A2_E21,E21,Plate2_drugs,2,mitoxantrone,treated,1,5,2A2,5,21,386,7
2A2_E22,E22,Plate2_drugs,2,mitoxantrone,treated,0.5,2.5,2A2,5,22,337,6
2A2_E23,E23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,5,23,922,1
2A2_F02,F02,Plate2_drugs,2,mitoxantrone,treated,0.25,1.25,2A2,6,2,321,5
2A2_F03,F03,Plate2_drugs,2,mitoxantrone,treated,0.125,0.625,2A2,6,3,419,4
2A2_F04,F04,Plate2_drugs,2,mitoxantrone,treated,0.0625,0.3125,2A2,6,4,527,3
2A2_F05,F05,Plate2_drugs,2,mitoxantrone,treated,0.03125,0.15625,2A2,6,5,766,2
2A2_F06,F06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,6,854,1
2A2_F07,F07,Plate2_drugs,2,mitoxantrone,treated,0.015625,0.078125,2A2,6,7,770,1
2A2_F08,F08,Plate2_drugs,2,sirtinol,treated,1,20,2A2,6,8,129,7
2A2_F09,F09,Plate2_drugs,2,sirtinol,treated,0.5,10,2A2,6,9,155,6
2A2_F10,F10,Plate2_drugs,2,sirtinol,treated,0.25,5,2A2,6,10,161,5
2A2_F11,F11,Plate2_drugs,2,sirtinol,treated,0.125,2.5,2A2,6,11,269,4
2A2_F12,F12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,12,803,1
2A2_F13,F13,Plate2_drugs,2,sirtinol,treated,0.0625,1.25,2A2,6,13,555,3
2A2_F14,F14,Plate2_drugs,2,sirtinol,treated,0.03125,0.625,2A2,6,14,591,2
2A2_F15,F15,Plate2_drugs,2,sirtinol,treated,0.015625,0.3125,2A2,6,15,798,1
2A2_F16,F16,Plate2_drugs,2,belinostat,treated,1,20,2A2,6,16,313,7
2A2_F17,F17,Plate2_drugs,2,belinostat,treated,0.5,10,2A2,6,17,419,6
2A2_F18,F18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,18,911,1
2A2_F19,F19,Plate2_drugs,2,belinostat,treated,0.25,5,2A2,6,19,861,5
2A2_F20,F20,Plate2_drugs,2,belinostat,treated,0.125,2.5,2A2,6,20,842,4
2A2_F21,F21,Plate2_drugs,2,belinostat,treated,0.0625,1.25,2A2,6,21,895,3
2A2_F22,F22,Plate2_drugs,2,belinostat,treated,0.03125,0.625,2A2,6,22,851,2
2A2_F23,F23,Plate2_drugs,2,belinostat,treated,0.015625,0.3125,2A2,6,23,849,1
2A2_G02,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,2,965,1
2A2_G03,G03,Plate2_drugs,2,picropodophyllin,treated,1,10,2A2,7,3,506,7
2A2_G04,G04,Plate2_drugs,2,picropodophyllin,treated,0.5,5,2A2,7,4,734,6
2A2_G05,G05,Plate2_drugs,2,picropodophyllin,treated,0.25,2.5,2A2,7,5,736,5
2A2_G06,G06,Plate2_drugs,2,picropodophyllin,treated,0.125,1.25,2A2,7,6,846,4
2A2_G07,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,7,797,1
2A2_G08,G08,Plate2_drugs,2,picropodophyllin,treated,0.0625,0.625,2A2,7,8,758,3
2A2_G09,G09,Plate2_drugs,2,picropodophyllin,treated,0.03125,0.3125,2A2,7,9,786,2
2A2_G10,G10,Plate2_drugs,2,picropodophyllin,treated,0.015625,0.15625,2A2,7,10,834,1
2A2_G11,G11,Plate2_drugs,2,DTT,treated,1,20,2A2,7,11,15,7
2A2_G12,G12,Plate2_drugs,2,DTT,treated,0.5,10,2A2,7,12,79,6
2A2_G13,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,13,741,1
2A2_G14,G14,Plate2_drugs,2,DTT,treated,0.25,5,2A2,7,14,527,5
2A2_G15,G15,Plate2_drugs,2,DTT,treated,0.125,2.5,2A2,7,15,650,4
2A2_G16,G16,Plate2_drugs,2,DTT,treated,0.0625,1.25,2A2,7,16,608,3
2A2_G17,G17,Plate2_drugs,2,DTT,treated,0.03125,0.625,2A2,7,17,651,2
2A2_G18,G18,Plate2_drugs,2,DTT,treated,0.015625,0.3125,2A2,7,18,707,1
2A2_G19,G19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,19,835,1
2A2_G20,G20,Plate2_drugs,2,antimycin-a,treated,1,10,2A2,7,20,487,7
2A2_G21,G21,Plate2_drugs,2,antimycin-a,treated,0.5,5,2A2,7,21,493,6
2A2_G22,G22,Plate2_drugs,2,antimycin-a,treated,0.25,2.5,2A2,7,22,570,5
2A2_G23,G23,Plate2_drugs,2,antimycin-a,treated,0.125,1.25,2A2,7,23,503,4
2A2_H02,H02,Plate2_drugs,2,antimycin-a,treated,0.0625,0.625,2A2,8,2,664,3
2A2_H03,H03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,3,812,1
2A2_H04,H04,Plate2_drugs,2,antimycin-a,treated,0.03125,0.3125,2A2,8,4,888,2
2A2_H05,H05,Plate2_drugs,2,antimycin-a,treated,0.015625,0.15625,2A2,8,5,908,1
2A2_H06,H06,Plate2_drugs,2,oligomycin-a,treated,1,10,2A2,8,6,789,7
2A2_H07,H07,Plate2_drugs,2,oligomycin-a,treated,0.5,5,2A2,8,7,828,6
2A2_H08,H08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,8,799,1
2A2_H09,H09,Plate2_drugs,2,oligomycin-a,treated,0.25,2.5,2A2,8,9,692,5
2A2_H10,H10,Plate2_drugs,2,oligomycin-a,treated,0.125,1.25,2A2,8,10,874,4
2A2_H11,H11,Plate2_drugs,2,oligomycin-a,treated,0.0625,0.625,2A2,8,11,812,3
2A2_H12,H12,Plate2_drugs,2,oligomycin-a,treated,0.03125,0.3125,2A2,8,12,743,2
2A2_H13,H13,Plate2_drugs,2,oligomycin-a,treated,0.015625,0.15625,2A2,8,13,430,1
2A2_H14,H14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,14,832,1
2A2_H15,H15,Plate2_drugs,2,tunicamycin,treated,1,5,2A2,8,15,449,7
2A2_H16,H16,Plate2_drugs,2,tunicamycin,treated,0.5,2.5,2A2,8,16,380,6
2A2_H17,H17,Plate2_drugs,2,tunicamycin,treated,0.25,1.25,2A2,8,17,506,5
2A2_H18,H18,Plate2_drugs,2,tunicamycin,treated,0.125,0.625,2A2,8,18,460,4
2A2_H19,H19,Plate2_drugs,2,tunicamycin,treated,0.0625,0.3125,2A2,8,19,503,3
2A2_H20,H20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,8,20,863,1
2A2_H21,H21,Plate2_drugs,2,tunicamycin,treated,0.03125,0.15625,2A2,8,21,474,2
2A2_H22,H22,Plate2_drugs,2,tunicamycin,treated,0.015625,0.078125,2A2,8,22,848,1
2A2_H23,H23,Plate2_drugs,2,tetrandrine,treated,1,20,2A2,8,23,501,7
2A2_I02,I02,Plate2_drugs,2,tetrandrine,treated,0.5,10,2A2,9,2,658,6
2A2_I03,I03,Plate2_drugs,2,tetrandrine,treated,0.25,5,2A2,9,3,717,5
2A2_I04,I04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,4,853,1
2A2_I05,I05,Plate2_drugs,2,tetrandrine,treated,0.125,2.5,2A2,9,5,836,4
2A2_I06,I06,Plate2_drugs,2,tetrandrine,treated,0.0625,1.25,2A2,9,6,931,3
2A2_I07,I07,Plate2_drugs,2,tetrandrine,treated,0.03125,0.625,2A2,9,7,770,2
2A2_I08,I08,Plate2_drugs,2,tetrandrine,treated,0.015625,0.3125,2A2,9,8,800,1
2A2_I09,I09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,9,854,1
2A2_I10,I10,Plate2_drugs,2,pifithrin-mu,treated,1,10,2A2,9,10,876,7
2A2_I11,I11,Plate2_drugs,2,pifithrin-mu,treated,0.5,5,2A2,9,11,766,6
2A2_I12,I12,Plate2_drugs,2,pifithrin-mu,treated,0.25,2.5,2A2,9,12,839,5
2A2_I13,I13,Plate2_drugs,2,pifithrin-mu,treated,0.125,1.25,2A2,9,13,906,4
2A2_I14,I14,Plate2_drugs,2,pifithrin-mu,treated,0.0625,0.625,2A2,9,14,963,3
2A2_I15,I15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,15,892,1
2A2_I16,I16,Plate2_drugs,2,pifithrin-mu,treated,0.03125,0.3125,2A2,9,16,954,2
2A2_I17,I17,Plate2_drugs,2,pifithrin-mu,treated,0.015625,0.15625,2A2,9,17,923,1
2A2_I18,I18,Plate2_drugs,2,NSC-697923,treated,1,10,2A2,9,18,689,7
2A2_I19,I19,Plate2_drugs,2,NSC-697923,treated,0.5,5,2A2,9,19,729,6
2A2_I20,I20,Plate2_drugs,2,NSC-697923,treated,0.25,2.5,2A2,9,20,910,5
2A2_I21,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,21,919,1
2A2_I22,I22,Plate2_drugs,2,NSC-697923,treated,0.125,1.25,2A2,9,22,825,4
2A2_I23,I23,Plate2_drugs,2,NSC-697923,treated,0.0625,0.625,2A2,9,23,925,3
2A2_J02,J02,Plate2_drugs,2,NSC-697923,treated,0.03125,0.3125,2A2,10,2,768,2
2A2_J03,J03,Plate2_drugs,2,NSC-697923,treated,0.015625,0.15625,2A2,10,3,771,1
2A2_J04,J04,Plate2_drugs,2,selinexor,treated,1,20,2A2,10,4,364,7
2A2_J05,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,5,795,1
2A2_J06,J06,Plate2_drugs,2,selinexor,treated,0.5,10,2A2,10,6,636,6
2A2_J07,J07,Plate2_drugs,2,selinexor,treated,0.25,5,2A2,10,7,731,5
2A2_J08,J08,Plate2_drugs,2,selinexor,treated,0.125,2.5,2A2,10,8,810,4
2A2_J09,J09,Plate2_drugs,2,selinexor,treated,0.0625,1.25,2A2,10,9,799,3
2A2_J10,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,10,844,1
2A2_J11,J11,Plate2_drugs,2,selinexor,treated,0.03125,0.625,2A2,10,11,777,2
2A2_J12,J12,Plate2_drugs,2,selinexor,treated,0.015625,0.3125,2A2,10,12,790,1
2A2_J13,J13,Plate2_drugs,2,puromycin,treated,1,5,2A2,10,13,833,7
2A2_J14,J14,Plate2_drugs,2,puromycin,treated,0.5,2.5,2A2,10,14,780,6
2A2_J15,J15,Plate2_drugs,2,puromycin,treated,0.25,1.25,2A2,10,15,847,5
2A2_J16,J16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,16,976,1
2A2_J17,J17,Plate2_drugs,2,puromycin,treated,0.125,0.625,2A2,10,17,859,4
2A2_J18,J18,Plate2_drugs,2,puromycin,treated,0.0625,0.3125,2A2,10,18,866,3
2A2_J19,J19,Plate2_drugs,2,puromycin,treated,0.03125,0.15625,2A2,10,19,844,2
2A2_J20,J20,Plate2_drugs,2,puromycin,treated,0.015625,0.078125,2A2,10,20,864,1
2A2_J21,J21,Plate2_drugs,2,perifosine,treated,1,20,2A2,10,21,189,7
2A2_J22,J22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,22,855,1
2A2_J23,J23,Plate2_drugs,2,perifosine,treated,0.5,10,2A2,10,23,449,6
2A2_K02,K02,Plate2_drugs,2,perifosine,treated,0.25,5,2A2,11,2,803,5
2A2_K03,K03,Plate2_drugs,2,perifosine,treated,0.125,2.5,2A2,11,3,760,4
2A2_K04,K04,Plate2_drugs,2,perifosine,treated,0.0625,1.25,2A2,11,4,884,3
2A2_K05,K05,Plate2_drugs,2,perifosine,treated,0.03125,0.625,2A2,11,5,852,2
2A2_K06,K06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,6,821,1
2A2_K07,K07,Plate2_drugs,2,perifosine,treated,0.015625,0.3125,2A2,11,7,921,1
2A2_K08,K08,Plate2_drugs,2,tanespimycin,treated,1,5,2A2,11,8,8,7
2A2_K09,K09,Plate2_drugs,2,tanespimycin,treated,0.5,2.5,2A2,11,9,200,6
2A2_K10,K10,Plate2_drugs,2,tanespimycin,treated,0.25,1.25,2A2,11,10,576,5
2A2_K11,K11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,11,868,1
2A2_K12,K12,Plate2_drugs,2,tanespimycin,treated,0.125,0.625,2A2,11,12,745,4
2A2_K13,K13,Plate2_drugs,2,tanespimycin,treated,0.0625,0.3125,2A2,11,13,777,3
2A2_K14,K14,Plate2_drugs,2,tanespimycin,treated,0.03125,0.15625,2A2,11,14,806,2
2A2_K15,K15,Plate2_drugs,2,tanespimycin,treated,0.015625,0.078125,2A2,11,15,869,1
2A2_K16,K16,Plate2_drugs,2,MLN0128,treated,1,5,2A2,11,16,190,7
2A2_K17,K17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,17,942,1
2A2_K18,K18,Plate2_drugs,2,MLN0128,treated,0.5,2.5,2A2,11,18,340,6
2A2_K19,K19,Plate2_drugs,2,MLN0128,treated,0.25,1.25,2A2,11,19,367,5
2A2_K20,K20,Plate2_drugs,2,MLN0128,treated,0.125,0.625,2A2,11,20,423,4
2A2_K21,K21,Plate2_drugs,2,MLN0128,treated,0.0625,0.3125,2A2,11,21,413,3
2A2_K22,K22,Plate2_drugs,2,MLN0128,treated,0.03125,0.15625,2A2,11,22,524,2
2A2_K23,K23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,23,877,1
2A2_L02,L02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,2,807,1
2A2_L03,L03,Plate2_drugs,2,MLN0128,treated,0.015625,0.078125,2A2,12,3,540,1
2A2_L04,L04,Plate2_drugs,2,anisomycin,treated,1,20,2A2,12,4,46,7
2A2_L05,L05,Plate2_drugs,2,anisomycin,treated,0.5,10,2A2,12,5,44,6
2A2_L06,L06,Plate2_drugs,2,anisomycin,treated,0.25,5,2A2,12,6,13,5
2A2_L07,L07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,7,894,1
2A2_L08,L08,Plate2_drugs,2,anisomycin,treated,0.125,2.5,2A2,12,8,28,4
2A2_L09,L09,Plate2_drugs,2,anisomycin,treated,0.0625,1.25,2A2,12,9,161,3
2A2_L10,L10,Plate2_drugs,2,anisomycin,treated,0.03125,0.625,2A2,12,10,389,2
2A2_L11,L11,Plate2_drugs,2,anisomycin,treated,0.015625,0.3125,2A2,12,11,635,1
2A2_L12,L12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,12,776,1
2A2_L13,L13,Plate2_drugs,2,vorinostat,treated,1,20,2A2,12,13,135,7
2A2_L14,L14,Plate2_drugs,2,vorinostat,treated,0.5,10,2A2,12,14,742,6
2A2_L15,L15,Plate2_drugs,2,vorinostat,treated,0.25,5,2A2,12,15,795,5
2A2_L16,L16,Plate2_drugs,2,vorinostat,treated,0.125,2.5,2A2,12,16,895,4
2A2_L17,L17,Plate2_drugs,2,vorinostat,treated,0.0625,1.25,2A2,12,17,845,3
2A2_L18,L18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,18,894,1
2A2_L19,L19,Plate2_drugs,2,vorinostat,treated,0.03125,0.625,2A2,12,19,820,2
2A2_L20,L20,Plate2_drugs,2,vorinostat,treated,0.015625,0.3125,2A2,12,20,883,1
2A2_L21,L21,Plate2_drugs,2,deforolimus,treated,1,5,2A2,12,21,259,7
2A2_L22,L22,Plate2_drugs,2,deforolimus,treated,0.5,2.5,2A2,12,22,516,6
2A2_L23,L23,Plate2_drugs,2,deforolimus,treated,0.25,1.25,2A2,12,23,381,5
2A2_M02,M02,Plate2_drugs,2,deforolimus,treated,0.125,0.625,2A2,13,2,436,4
2A2_M03,M03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,3,786,1
2A2_M04,M04,Plate2_drugs,2,deforolimus,treated,0.0625,0.3125,2A2,13,4,497,3
2A2_M05,M05,Plate2_drugs,2,deforolimus,treated,0.03125,0.15625,2A2,13,5,579,2
2A2_M06,M06,Plate2_drugs,2,deforolimus,treated,0.015625,0.078125,2A2,13,6,735,1
2A2_M07,M07,Plate2_drugs,2,methotrexate,treated,1,5,2A2,13,7,438,7
2A2_M08,M08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,8,922,1
2A2_M09,M09,Plate2_drugs,2,methotrexate,treated,0.5,2.5,2A2,13,9,597,6
2A2_M10,M10,Plate2_drugs,2,methotrexate,treated,0.25,1.25,2A2,13,10,525,5
2A2_M11,M11,Plate2_drugs,2,methotrexate,treated,0.125,0.625,2A2,13,11,593,4
2A2_M12,M12,Plate2_drugs,2,methotrexate,treated,0.0625,0.3125,2A2,13,12,547,3
2A2_M13,M13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,13,848,1
2A2_M14,M14,Plate2_drugs,2,methotrexate,treated,0.03125,0.15625,2A2,13,14,613,2
2A2_M15,M15,Plate2_drugs,2,methotrexate,treated,0.015625,0.078125,2A2,13,15,667,1
2A2_M17,M17,Plate2_drugs,2,latrunculin-a,treated,1,0.05,2A2,13,17,102,7
2A2_M18,M18,Plate2_drugs,2,latrunculin-a,treated,0.5,0.025,2A2,13,18,158,6
2A2_M19,M19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,19,908,1
2A2_M20,M20,Plate2_drugs,2,latrunculin-a,treated,0.25,0.0125,2A2,13,20,224,5
2A2_M21,M21,Plate2_drugs,2,latrunculin-a,treated,0.125,0.00625,2A2,13,21,292,4
2A2_M22,M22,Plate2_drugs,2,latrunculin-a,treated,0.0625,0.003125,2A2,13,22,351,3
2A2_M23,M23,Plate2_drugs,2,latrunculin-a,treated,0.03125,0.0015625,2A2,13,23,361,2
2A2_N02,N02,Plate2_drugs,2,latrunculin-a,treated,0.015625,0.000781,2A2,14,2,270,1
