,plate_well,WellId,Metadata_well_1,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
33,1A1_C12,C12,C12,1,haloperidol,treated,0.03125,0.625,1A1,3,12,762,1342.5,1.228365223,1.52634903,8163055,6515.669309,1570.687639,41.34397211,10441488,1552.40538,5173717,3649.299512,9855,2895.083333,3,1.333333333,1,405448,5481.427816,74,8.5,8,5173717,3649.299512,19476720,2790.539033,6932196,4882.228612,1443770.5,4697.354395,302,8.463364293,32,2711977,5461.839839,483.5,11.76080827,33,6932196,4882.228612,18497068.5,2638.216041,6227240.5,4336.31259,1541972.5,4648.385637,320.5,4.224713584,72,501339.5,5050.264961,98.5,2.603370787,32,6227240.5,4336.31259,4757667,685.3997661,8188553.5,6543.637371,3731.5,2420.887662,1,1,1,3767196.5,6818.104288,544.5,30.99074074,19,8188553.5,6543.637371
34,1A1_C13,C13,C13,1,haloperidol,treated,0.015625,0.3125,1A1,3,13,852,1376,1.231284782,1.533365141,8592608.5,6622.924186,1561.833029,41.85662889,10987271,1669.564439,5474752.5,3835.89126,2962.5,2473.5,1,1,1,442274,5889.141338,75,9.142857143,8,5474752.5,3835.89126,19907557,2952.397672,7153584,5028.927496,1321377,5059.732283,246,9.493927126,27,2137207.5,5654.963699,379,9.103267974,33,7153584,5028.927496,18746482.5,2804.922174,6400690,4510.818482,1706933.5,4990.941013,331,5.15794335,63,488455,5250.806373,92.5,2.950483092,25,6400690,4510.818482,4673001,682.8450431,8637534,6652.785672,3805,2563.843415,1,1,1,3884472,6900.583123,557.5,36.26659039,17,8637534,6652.785672
35,1A1_C14,C14,C14,1,tolfenamic-acid,treated,1,20,1A1,3,14,735,1375,1.234249262,1.550316195,9113061,6911.765944,1676.098847,41.84141936,10989933,1646.397505,5324292,3815.258759,3201,2728,1,1,1,440517,5811.294118,77,9.25,7,5324292,3815.258759,19811523,2923.972084,7046970,5069.433725,1625723,4904.412134,314,9.777777778,29,2293026,5711.565041,406,11.38095238,26,7046970,5069.433725,18766043,2740.567336,6279453,4423.720215,2056618,4735.687204,428,5.858974359,72,589031,5165.253521,116,3.255813953,31,6279453,4423.720215,4670828,681.5757453,9156608,6994.340206,3901,2445.941176,1,1,1,4154246,7360.910663,558,37.40909091,16,9156608,6994.340206
36,1A1_C15,C15,C15,1,DMSO,control,NULL,NULL,1A1,3,15,719,1336,1.253364878,1.616324664,9175635,7228.461307,1790.117802,41.24376355,10890295,1549.462232,5480770,3967.243002,4701,3222.818182,1,1,1,386745,6181.373134,66,8.333333333,7,5480770,3967.243002,20617437,2834.582556,7238453,5248.939306,1942075,5105.019108,363,12.51724138,29,2665176,5927.531746,451,14.65625,27,7238453,5248.939306,19122432,2610.444962,6378562,4621.357852,2084072,4953.373796,414,6.391891892,64,655318,5362.011628,124,3.529411765,29,6378562,4621.357852,4879754,660.9585844,9213178,7283.601695,4068,2596.724138,1,1,1,4046314,7611.286,531,37,16,9213178,7283.601695
37,1A1_C16,C16,C16,1,tolfenamic-acid,treated,0.5,10,1A1,3,16,785,1403,1.217434201,1.512908702,9055534,6564.152807,1590.282109,42.26529405,11666792,1794.916367,5712486,3977.828814,21370,3454.2,6,2,2,502778,5944.247788,83,9.666666667,8,5712486,3977.828814,20489035,3053.518671,7259488,5088.449699,1208287,5046.436975,237,8.109375,26,2054845,5707.902778,360,8.375,32,7259488,5088.449699,17786249,2701.470861,5970408,4199.372022,1348044,4568.307317,296,3.672897196,71,437306,4871.7,89,2.310344828,31,5970408,4199.372022,5014140,739.8747672,9049065,6580.343295,3385,1844.111111,1,1,1,3941126,6865.251969,563,28.63636364,21,9049065,6580.343295
38,1A1_C17,C17,C17,1,tolfenamic-acid,treated,0.25,5,1A1,3,17,761,1372,1.227987121,1.526194269,8358075,6587.126612,1591.981693,41.79574925,11637225,1702.432262,5621382,4023.455429,11915,3445.555556,3,1.333333333,1,470346,6167.966102,78,8.75,8,5621382,4023.455429,20843532,2980.14794,7198254,5140.829024,1392472,5146.111538,256,10,25,2322387,5795.855072,400,9.523809524,33,7198254,5140.829024,19682885,2852.277095,6505226,4688.069051,1672420,5197.113924,313,4.85046729,64,522730,5505.652174,98,2.853333333,27,6505226,4688.069051,5062922,719.7537078,8396928,6617.968182,6462,2513.090909,2,1,1,3869575,6936.035809,549,29.125,21,8396928,6617.968182
39,1A1_C18,C18,C18,1,tolfenamic-acid,treated,0.125,2.5,1A1,3,18,791,1343,1.22317974,1.525265754,8127063,6582.74122,1616.161613,41.35167117,10853627,1717.20395,5378211,3841.055154,33615,3508.4,9,2.75,2,458990,5718.125,79,9.363636364,8,5378211,3841.055154,19624572,3007.849875,7009178,5051.111775,1506519,4958.125,282,8.888888889,32,2523082,5691.763536,445,10.13235294,32,7009178,5051.111775,18624003,2822.797508,6356770,4577.035988,1475484,4998.059016,293,4.185483871,66,511262,5345.109091,95,2.609756098,28,6356770,4577.035988,4945379,760.6659711,8165480,6578.327823,3813,2251.454545,2,1,1,3963813,6946.366159,552,29.4,21,8165480,6578.327823
40,1A1_C19,C19,C19,1,tolfenamic-acid,treated,0.0625,1.25,1A1,3,19,761,1348,1.22488477,1.50801228,8290535,6844.451076,1647.838601,41.42857596,11239074,1623.076441,5433218,3948.723516,24109,3600.5,6,2.666666667,1,474376,6104.526316,79,9,8,5433218,3948.723516,20391965,2930.819731,7123672,5164.679779,1807024,4973.10929,349,10.74358974,31,2707376,5774.128205,459,12.26923077,32,7123672,5164.679779,19048492,2694.67631,6367365,4631.583978,1990771,4878.626263,393,5.508333333,72,655940,5361.714286,125,3.142857143,30,6367365,4631.583978,4916248,685.1945154,8310190,6868.165211,3939,2711.142857,2,1,1,3884112,7198.534224,529,32.33333333,19,8310190,6868.165211
41,1A1_C20,C20,C20,1,tolfenamic-acid,treated,0.03125,0.625,1A1,3,20,784,1326,1.231469791,1.521336101,8357055,6747.569862,1604.789111,41.08911822,10928536,1638.704128,5331560,3944.001416,30177.5,3740.714286,8,3,2,485814,6244.290948,80,8.845238095,8,5331560,3944.001416,19452680.5,2878.02263,6899063,5139.779168,1773755.5,5019.217499,341.5,11.31444444,26,2554443.5,5787.282617,419.5,12.70833333,26,6899063,5139.779168,16722803.5,2459.15362,5513787,4081.107716,1943506,4461.28177,418.5,6.03930164,69,576558,4855.884157,121,3.408333333,29,5513787,4081.107716,4578601.5,669.1171658,8339046,6772.843967,3681.5,2127.041667,1,1,1,3756469,7083.466287,512.5,33.07878788,17,8339046,6772.843967
42,1A1_C21,C21,C21,1,DMSO,control,NULL,NULL,1A1,3,21,853,1286,1.243225844,1.558468373,8111566,6901.115507,1661.190219,40.4646272,10085542,1582.18234,5094359,3930.344828,28046,3693.222222,7,2.333333333,2,434343,6002.944444,71,8.076923077,8,5094359,3930.344828,18217099,2831.666869,6616183,5085.696414,1636999,5030.529915,310,11.74285714,25,2371194,5729.810606,401,11.64864865,27,6616183,5085.696414,15334137,2383.309059,5304401,4031.217538,1376278,4431.795918,295,5.268656716,57,472673,4740.918919,101,3.045454545,24,5304401,4031.217538,4523467,694.064512,8136965,6927.357778,3636,2349.222222,1,1,1,3611754,7275.929978,486,30.06666667,18,8136965,6927.357778
43,1A1_C22,C22,C22,1,tolfenamic-acid,treated,0.015625,0.3125,1A1,3,22,770,1301,1.228512942,1.529857989,8252281.5,7208.861339,1758.652167,40.69993124,9948240,1529.484873,4836111,3737.340514,0,0,0,0,0,361009,5790.352778,66,8.183333333,7,4836111,3737.340514,18644933,2823.747396,6648600.5,5096.879596,2038737,4785.720347,417.5,11.51391006,35,3104757.5,5666.520425,514,16.49285714,29,6648600.5,5096.879596,17345700.5,2611.586132,5756253.5,4343.389895,2214359.5,4703.174659,460.5,6.841015293,69,681415,5145.509406,133,3.825757576,27,5756253.5,4343.389895,4551930,677.7081041,8335953,7281.775695,3711,1964.5,1,1,1,3715714,7674.823731,483,32.98785425,17.5,8335953,7281.775695
44,1A1_C23,C23,C23,1,amygdalin,treated,1,20,1A1,3,23,714,1317,1.235519736,1.537931626,8683448.5,7270.577236,1778.322135,40.94943515,9754046,1424.699099,4758264.5,3625.049611,15835,3359.370098,4.5,2,1,399512,5617.862626,71,8.291666667,8,4758264.5,3625.049611,18584591,2722.706029,6571242,4945.204346,2228435,4704.612384,467,12.24725275,37,2922346.5,5486.448713,518.5,14.37775891,34,6571242,4945.204346,17876685.5,2621.357315,6061585.5,4474.685865,2220772,4767.178732,457.5,6.231389365,72,728233,5256.72365,139,3.506097561,33,6061585.5,4474.685865,4818835,701.4882304,8728166,7311.298885,4051,2255.741667,1,1,1,3926627.5,7704.252209,508.5,32.63939394,17,8728166,7311.298885
45,1A1_D02,D02,D02,1,amygdalin,treated,0.5,10,1A1,4,2,810,1428,1.222365929,1.520099307,11127658.5,8471.517128,2021.300494,42.64019313,12473348.5,1963.319715,6185742,4371.850868,0,0,0,0,0,483923,6706.437001,76,9.133928571,8,6185742,4371.850868,19700476,3058.946156,7155606,4924.619931,1156647.5,5005.76052,222,8.056438792,25,1742552,5575.980814,309,7.603146853,32,7155606,4924.619931,18291200,2884.108109,6580931.5,4522.105803,2262068,5134.236693,418.5,6.062828947,69,603523,5353.66495,112,3.140625,30,6580931.5,4522.105803,7268063,1125.821995,11148690,8463.402172,4461.5,2155.277778,1,1,1,5207245.5,8796.06639,597.5,39.71428571,17,11148690,8463.402172
46,1A1_D03,D03,D03,1,amygdalin,treated,0.25,5,1A1,4,3,702,1392,1.233593914,1.512462277,11308461,8734.156473,2113.651267,42.09928083,13088293,1947.051388,6567683.5,4575.69267,4696.5,3102.916667,1,1,1,573238,6928.065783,86,9.788888889,8,6567683.5,4575.69267,20440370,2989.72362,7322986.5,5042.604081,1623505.5,4965.21875,319.5,10.9541847,29,2288141,5725.494215,381.5,11.59069767,26,7322986.5,5042.604081,19278571,2835.409183,6633985,4695.105348,2556600.5,5246.91994,449.5,6.878520387,68,757319.5,5584.795875,139,3.959280804,29,6633985,4695.105348,7632869.5,1116.498691,11266763,8733.504261,9452.5,2473.440972,3,1,1,5435021,9156.09328,578,40.10833333,16,11266763,8733.504261
47,1A1_D04,D04,D04,1,DMSO,control,NULL,NULL,1A1,4,4,859,1346,1.240440253,1.567140753,11044582,8878.516588,2234.083445,41.39783119,12014327,2007.317729,6680389,4718.194337,0,0,0,0,0,489689,7006.789474,72,8.888888889,7,6680389,4718.194337,18696800,3121.810652,7197689,5259.993536,1723451,5348.443114,314,11.675,26,2238791,5987.38806,370,11.84375,24,7197689,5259.993536,17026506,2842.374256,6514841,4638.221626,2339881,5326.751523,427,7.505882353,57,728591,5553.580247,133,4.05,27,6514841,4638.221626,6837200,1109.8034,11080949,8866.177344,4496,2084.6,1,1,1,5085700,9466.179177,540,43.625,14,11080949,8866.177344
48,1A1_D05,D05,D05,1,amygdalin,treated,0.125,2.5,1A1,4,5,856,1398,1.223192444,1.524704522,11278334.5,8440.217761,2086.527355,42.18991448,13509412,2080.974703,6850540,4666.685246,0,0,0,0,0,546250,7098.553226,78,9.171428571,8,6850540,4666.685246,20603719.5,3134.804277,7443828.5,5177.812806,1165878,5117.827348,220.5,7.702941176,26,2273286,5872.636231,378.5,9.6046875,32,7443828.5,5177.812806,17676383,2702.919961,6298018.5,4362.116833,1483927.5,4934.85942,292,4.597789116,58,484405.5,5254.415591,92,2.841052632,26,6298018.5,4362.116833,7642222,1154.895468,11201651.5,8404.138862,4597.5,1983.625,1,1,1,5450347,8898.772612,596,38.30952381,17,11201651.5,8404.138862
49,1A1_D06,D06,D06,1,amygdalin,treated,0.0625,1.25,1A1,4,6,857,1428,1.232695299,1.54201883,11032975,8358.95389,1972.753364,42.64019313,13646927,2078.571511,6800633,4699.712687,0,0,0,0,0,598964,7289.655556,83,9.8,8,6800633,4699.712687,21117640,3152.902131,7784176,5241.750454,1282481,5355.55,235,10,24,1831594,5978.33441,300,8.72972973,27,7784176,5241.750454,19031752,2822.262446,6718996,4540.023485,2392583,5091.863938,456,6.660714286,67,631698,5425.88,119,3.59375,27,6718996,4540.023485,7124388,1058.371029,11034742,8343.050027,4627,2310.096774,1,1,1,5199440,8671.325641,609,40.78571429,16,11034742,8343.050027
50,1A1_D07,D07,D07,1,amygdalin,treated,0.03125,0.625,1A1,4,7,957,1437,1.221794763,1.490378615,11704565,8617.507963,2148.182872,42.77435243,13560555,2216.994938,7048528,4726.803806,7071,3413.307692,2,1,1,621116,7044.278146,90,10.71428571,8,7048528,4726.803806,20136740,3223.54782,7667514,5187.764749,772130,5360.569682,138,7.25,17,1449039,5961.851064,247,6.392857143,29,7667514,5187.764749,18072688,2877.771826,6836158,4535.317588,1417649,5237.033058,269,4.219512195,60,474196,5436.814815,88,2.65,27,6836158,4535.317588,7664713,1231.836809,11630161,8576.164348,10175,2468.095238,3,1,2,5564111,9122.249573,630,35.125,18,11630161,8576.164348
51,1A1_D08,D08,D08,1,amygdalin,treated,0.015625,0.3125,1A1,4,8,849,1411,1.222715648,1.511546802,11143830,8783.145563,2119.021648,42.38562253,13626154,2050.616457,6908855,4839.956547,0,0,0,0,0,571138,7530.861789,77,9.75,8,6908855,4839.956547,21208126,3141.930703,7615856,5257.269721,1158712,5425.666667,200,9,22,1612197,5991.519231,269,7.641025641,28,7615856,5257.269721,18532842,2743.038042,6463354,4489.466357,1838260,5205.444444,348,5.925925926,60,463839,5466.825688,88,3.24137931,23,6463354,4489.466357,7549013,1105.463647,11117651,8789.722573,4883,2294.5,2,1,1,5391167,9121.498016,594,42.25,15,11117651,8789.722573
52,1A1_D09,D09,D09,1,nocodazole,treated,1,20,1A1,4,9,141,2251,1.196662694,1.362643923,19601224,9089.36875,2881.436099,53.53561632,17596025,1475.765921,12822065,5247.215043,0,0,0,0,0,642505,8157.69697,71,8.333333333,6,12822065,5247.215043,31663286,2853.644323,14541911,6176.097371,4633654,4814.286927,910,7.954545455,137,8126344,6751.061635,1156,24.18181818,53,14541911,6176.097371,27236495,2410.352685,13632605,5573.466892,3008851,4901.92487,608,3.034602076,232,3097494,6453.075975,457,3.345945946,110,13632605,5573.466892,12133111,1074.033658,19524629,8985.183333,4070,2322,1,1,1,6992797,10808.14833,609,17.48717949,45,19524629,8985.183333
53,1A1_D10,D10,D10,1,DMSO,control,NULL,NULL,1A1,4,10,860,1320,1.255486054,1.620034117,11111796.5,9292.696502,2311.173511,40.99605102,11631579.5,1874.722175,6107893.5,4504.502542,2393.5,2187.2,1,1,1,478690.5,6767.91634,73,9.118055556,7,6107893.5,4504.502542,19110761.5,3002.963353,6954685.5,5154.707603,1491569.5,5201.242345,277.5,11.72077922,22,2086795.5,5909.440638,353,11.46698113,23,6954685.5,5154.707603,15724648,2446.968787,5619413,4122.478914,1857293.5,4693.669446,394.5,6.869306418,57,594725,4973.438119,122,4,25.5,5619413,4122.478914,6978592.5,1084.960114,11108216.5,9261.057807,4863,2215.138889,1,1,1,5410601,9716.836298,560.5,51.30217391,12,11108216.5,9261.057807
54,1A1_D11,D11,D11,1,nocodazole,treated,0.5,10,1A1,4,11,228,2168.5,1.359871206,1.529396222,19581533,9364.28401,2799.177697,52.54539975,18058973,1669.723352,11721293.5,5186.86609,0,0,0,0,0,880320.5,8530.363364,106.5,11.77651515,8,11721293.5,5186.86609,31912354.5,2948.709797,13472486,5964.993787,5379497.5,4727.177564,1135,10.87108703,101,6864464,6537.493686,1014,26.70873511,38.5,13472486,5964.993787,27954559.5,2579.949533,11816601,5177.499991,4891254,4734.636862,1047.5,6.216515857,174.5,2861573,6270.343184,454.5,6.799902212,63,11816601,5177.499991,11171957,1034.757267,19605051.5,9374.604102,58491,3437.846364,16.5,3,5,7452975.5,10344.83611,700.5,28.503125,25,19605051.5,9374.604102
55,1A1_D12,D12,D12,1,nocodazole,treated,0.25,5,1A1,4,12,508,1466,1.296677934,1.521727635,11725854.5,7845.436865,2105.545958,43.20379965,12176976,1754.817699,7098266,4602.312033,0,0,0,0,0,485256.5,7221.184286,65,10,7,7098266,4602.312033,20915769.5,2985.687651,8099064.5,5372.872031,2156299,4921.020677,429.5,9.5,41,3125251,5970.317247,526,16.44043887,24,8099064.5,5372.872031,16853559.5,2378.072759,6271994,4184.697309,2038598,4381.97603,451.5,5.86534142,78,835225.5,4958.319834,173.5,4.101010101,34,6271994,4184.697309,7129348.5,1017.84547,11659647.5,7837.575601,21504,3371.673333,6,1.666666667,2,4720329,8506.470381,540.5,37.05555556,16,11659647.5,7837.575601
56,1A1_D13,D13,D13,1,nocodazole,treated,0.125,2.5,1A1,4,13,584,1471,1.239418411,1.534944103,11811385.5,8324.556178,2096.341366,43.27741333,12970164,1748.582631,6683597.5,4394.529245,0,0,0,0,0,512235.5,6763.27238,77.5,9.430555556,8,6683597.5,4394.529245,21798732,2938.92059,7921649,5130.563835,1844776,4714.003187,379.5,8.931747719,42,2957373,5655.695655,521,13.6010989,32.5,7921649,5130.563835,18155973,2402.35785,6237546.5,4049.732233,1882084,4205.831943,411.5,4.62496063,84.5,708111.5,4750.978398,147,3.299836601,35,6237546.5,4049.732233,7721165,1042.427827,11839392,8354.849583,15768,3006.0375,4,1.25,2,4968543,8836.663611,580,33.05606061,19,11839392,8354.849583
57,1A1_D14,D14,D14,1,nocodazole,treated,0.0625,1.25,1A1,4,14,774,1391,1.215662568,1.511409754,11335400,8763.453717,2164.927874,42.08414537,12876385.5,1873.153155,6648200.5,4581.665092,0,0,0,0,0,444695.5,6852.127451,66,9.0625,6,6648200.5,4581.665092,20816698.5,3008.26848,7674878,5309.432182,1758012.5,5221.796392,326,10.86754386,29,2562805,6016.899731,421.5,13.00980392,28,7674878,5309.432182,17365785,2513.908883,6088669,4258.068461,2165064.5,4779.058119,446.5,6.50308642,64,667735.5,5087.854345,130,3.75,26,6088669,4258.068461,7087223,1026.064096,11347565,8761.305204,0,0,0,0,0,5145483,9298.700842,568,42.06929825,14,11347565,8761.305204
58,1A1_D15,D15,D15,1,nocodazole,treated,0.03125,0.625,1A1,4,15,784,1332,1.229359982,1.516055472,10697130.5,8759.572333,2180.007176,41.1819722,12680838,1961.054661,6441475.5,4771.863104,0,0,0,0,0,474470,7176.11413,69,8.732142857,7,6441475.5,4771.863104,20327402.5,3040.742869,7449075.5,5439.156471,1780587.5,5118.750564,335,10.57536765,32,3020233,6070.049113,493,14.765625,26.5,7449075.5,5439.156471,16433042.5,2481.57878,5748729.5,4129.095426,1779658.5,4536.340338,381.5,6.036149826,60,592032,4896.06435,118,3.8,25,5748729.5,4129.095426,7018814.5,1070.14115,10712042.5,8765.599262,4642,2201.099432,1,1,1,5129039.5,9408.50389,536.5,43.4965035,14,10712042.5,8765.599262
59,1A1_D16,D16,D16,1,DMSO,control,NULL,NULL,1A1,4,16,764,1299,1.248447147,1.565844408,10663358,8828.712319,2211.732639,40.66863864,11403182.5,1723.365621,5961425.5,4369.103657,13985.5,3686.066667,3,1.733333333,1,505710,6683.579786,76,9,8,5961425.5,4369.103657,19643948,2957.873799,6962135.5,5158.607779,1897471.5,5081.281936,372,12.72949002,29,2800320.5,5779.359326,473,13.22459893,30,6962135.5,5158.607779,15767711,2372.009569,5495206,4075.224661,1825773,4507.754587,387,5.735374522,65,636046.5,4822.203089,139.5,3.303061224,32,5495206,4075.224661,6900194,1023.697719,10724145.5,8816.658724,9722.5,2592.832479,3,1,1,5094681.5,9274.775422,549.5,39.37087912,15,10724145.5,8816.658724
60,1A1_D17,D17,D17,1,nocodazole,treated,0.015625,0.3125,1A1,4,17,855,1410,1.227847767,1.527666917,11393579,8495.992021,2026.372044,42.37060016,12865913,1978.709007,6293426,4431.98332,8115,3568,2,1,1,556839,6672.898734,84,9.538461538,8,6293426,4431.98332,20992026,3227.503637,7646484,5363.598672,1373351,5349.200241,248,9.186666667,24,2125204,6042.654661,354,8.909090909,28,7646484,5363.598672,19416350,2927.697645,6718465,4625.904482,1697946,5181.797048,316,4.820224719,65,493330,5493.387097,91,2.804878049,26,6718465,4625.904482,7191053,1097.663189,11378561,8507.084777,11449,2809.75,3,1.142857143,2,5200022,8818.011111,585,37.36363636,17,11378561,8507.084777
61,1A1_D18,D18,D18,1,CPI-613,treated,1,20,1A1,4,18,841,1359,1.223098507,1.509387559,10906769,8619.075149,2117.12223,41.59726603,11566502,1928.434416,6206077,4363.556727,17766,3862.153846,4,2,1,527268,6708.638889,80,9.5,8,6206077,4363.556727,19609679,3185.368592,7468884,5304.318395,1596945,5287.528102,293,10.04651163,25,2202156,6028.340771,376,9.446153846,29,7468884,5304.318395,19065456,3112.894071,7107456,4953.949512,2328999,5479.404601,406,6.195652174,63,675847,5868.679537,121,3.322580645,28,7107456,4953.949512,6789268,1090.360421,10910663,8634.105559,7508,2450.666667,2,1,1,5112579,9047.258727,565,40.71428571,15,10910663,8634.105559
62,1A1_D19,D19,D19,1,CPI-613,treated,0.5,10,1A1,4,19,848,1347,1.223853343,1.502775375,10383902,8509.457795,2022.042323,41.41320643,11928180.5,1932.701458,5993453.5,4408.245879,10697,3652.884615,3,1.071428571,1,519762.5,6771.486051,79,9.679487179,8,5993453.5,4408.245879,19925268,3133.578913,7337892,5345.869232,1433993,5238.042076,263.5,9.412215909,25,2186730.5,6017.659986,354.5,10.26593999,27,7337892,5345.869232,20019186.5,3125.736873,7213089.5,5092.821777,2380232,5621.554037,398.5,6.580936353,61,686499.5,6009.096154,114,3.748763142,25.5,7213089.5,5092.821777,6460165,1022.307128,10398209,8486.80721,5902.5,2342.065476,2,1,1,4863935,8890.346672,549,39.28431373,16,10398209,8486.80721
63,1A1_D20,D20,D20,1,CPI-613,treated,0.25,5,1A1,4,20,861,1340,1.220693469,1.506201625,10271239,8438.459724,2053.273503,41.30545957,11392017,1831.957602,5586346,4124.295756,0,0,0,0,0,455148,6326.175824,73,8.777777778,7,5586346,4124.295756,19819558,3058.730621,7219206,5297.279756,1385640,5285.124126,249,10.09803922,24,2015830,5989.398453,338,10.94444444,26,7219206,5297.279756,18769318,2923.443376,6406240,4600.96782,2122592,5252.906452,391,6.803278689,59,563591,5560.144385,102,3.8,22,6406240,4600.96782,6197223,965.2806983,10258446,8445.437554,6529,2515.411765,2,1,1,4797872,8853.83547,540,40.15384615,15,10258446,8445.437554
64,1A1_D21,D21,D21,1,CPI-613,treated,0.125,2.5,1A1,4,21,797,1354,1.223300363,1.51061174,10156336,8151.071713,2005.631828,41.52067369,11465647,1791.275348,5722024,4092.420518,10300,3230.333333,2,1.166666667,1,477521,6276.350649,76,8.777777778,7,5722024,4092.420518,19937857,3033.02214,7293350,5203.301508,1526088,5128.447154,291,9.5,26,2461439,5855.884615,414,10.71052632,28,7293350,5203.301508,18517133,2826.492926,6405209,4491.571336,2104087,4949.371968,421,5.784313725,70,626900,5314.625,120,3.230769231,29,6405209,4491.571336,6371303,958.6428946,10184564,8153.003552,8042,2338.64,2,1,1,4758334,8590.836364,542,34.35714286,17,10184564,8153.003552
65,1A1_D22,D22,D22,1,DMSO,control,NULL,NULL,1A1,4,22,852,1255,1.250396329,1.60838953,9776970.5,8575.962802,2153.706884,39.97393687,9563283.5,1599.798792,4864553.5,3833.421689,5608,3189.425,1,1,1,350327.5,5865.171875,61,7.714285714,7,4864553.5,3833.421689,17867639,2961.439226,6642910,5232.368614,2238605,5088.836436,414,14.68217054,27,2911300.5,5868.00401,479,18.75,22,6642910,5232.368614,15553633.5,2583.386897,5507404.5,4339.881084,2036140,4717.903977,418,7.393792955,55,655101,5188.047098,131,4.444444444,25,5507404.5,4339.881084,5379983,881.4825468,9849006.5,8621.474616,2285.5,1813.125,1,1,1,4510023,9142.201908,491,40.83333333,13,9849006.5,8621.474616
66,1A1_D23,D23,D23,1,CPI-613,treated,0.0625,1.25,1A1,4,23,729,1266,1.220999639,1.472488732,9617625,8432.892287,2062.165759,40.14873925,10057994,1641.968104,5014156,3923.583541,8086,3159,2,1,1,425615,6113.416667,72,8.444444444,7,5014156,3923.583541,18444949,2903.196837,6570369,5186.235358,2144933,4771.484848,446,10.375,37,3250890,5700.989101,540,17.3,29,6570369,5186.235358,17601259,2786.013766,6012725,4651.898844,2334961,4905.99569,466,6.573333333,71,774169,5445.827586,144,3.888888889,30,6012725,4651.898844,5724163,908.962103,9638404,8466.636833,4263,2109.333333,1,1,1,4445881,8958.092251,495,37.83333333,15,9638404,8466.636833
67,1A1_E02,E02,E02,1,CPI-613,treated,0.03125,0.625,1A1,5,2,725,1411,1.209799122,1.477387542,9125956,6899.579795,1685.82412,42.38562253,11035836,1660.897075,5184609,3630.339676,2856,2268.875,1,1,1,334227,5381.225,62,7.571428571,8,5184609,3630.339676,20242451,3022.044985,7392607,5096.308989,1084124,5155.75,201,8.829268293,22,1560159,5812.132231,261,6.815789474,27,7392607,5096.308989,23016501,3422.289026,7766886,5455.608776,2420486,5873.481818,399,5.265625,71,706827,6323.8,115,3.333333333,28,7766886,5455.608776,5112244,753.8282808,9180125,6936.96979,3767,2579.038462,1,1,1,4006009,7204.678899,548,30.84210526,20,9180125,6936.96979
