plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_F19,F19,Plate1_drugs,1,brefeldin-a,treated,0.25,5,1A1,6,19,454,1110,1.208911126,1.450373586,11044478.5,10833.76789,2976.530635,37.59382407,11010497,10800.95985,5420628,11823.76061,455,66.25,7,11010497,10800.95985
1A1_F20,F20,Plate1_drugs,1,brefeldin-a,treated,0.125,2.5,1A1,6,20,443,1109,1.214579076,1.496224287,10941068,10565.92778,2823.753265,37.57688991,10983714,10596.98387,5270841,11450.00617,458,66.44444444,8,10983714,10596.98387
1A1_F21,F21,Plate1_drugs,1,brefeldin-a,treated,0.0625,1.25,1A1,6,21,421,1119,1.210876497,1.482149728,10614020,10625.63697,2863.993542,37.7459276,10588917,10619.90493,5171530,11393.38421,454,59.36363636,9,10588917,10619.90493
1A1_F22,F22,Plate1_drugs,1,brefeldin-a,treated,0.03125,0.625,1A1,6,22,456,1079,1.208358621,1.459830586,10231388,10709.54688,2813.860389,37.0651477,10254240.5,10716.97424,4965277.5,11416.89922,446,65.9375,7,10254240.5,10716.97424
1A1_F23,F23,Plate1_drugs,1,brefeldin-a,treated,0.015625,0.3125,1A1,6,23,343,1211,1.212061782,1.47998105,10733998,9927.8752,2657.233096,39.26694652,10754976,9926.519084,5216073,10696.71884,487,52.4,10,10754976,9926.519084
1A1_G02,G02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,7,2,785,1306,1.244744021,1.593016953,9080096,7607.620655,1854.918959,40.77806819,9096016,7634.742349,4391472,7834.71123,564,42.71428571,14,9096016,7634.742349
1A1_G03,G03,Plate1_drugs,1,mdivi-1,treated,1,20,1A1,7,3,807,1316,1.217667425,1.482333839,8979999,7599.810913,1855.964043,40.93388866,9032454,7623.173094,4283875,7916.815854,537,40.27272727,15,9032454,7623.173094
1A1_G04,G04,Plate1_drugs,1,mdivi-1,treated,0.5,10,1A1,7,4,477,1351,1.262779315,1.541292083,8418929,6622.293976,1670.933719,41.47465039,8454914,6663.792271,3501797,7087.865,499,29.75,17,8454914,6663.792271
1A1_G05,G05,Plate1_drugs,1,mdivi-1,treated,0.25,5,1A1,7,5,775,1373,1.233530153,1.560785504,9183306,7182.820161,1774.442094,41.81097816,9217947,7228.601388,4185523,7579.44386,555,37.66666667,16,9217947,7228.601388
1A1_G06,G06,Plate1_drugs,1,mdivi-1,treated,0.125,2.5,1A1,7,6,795,1370,1.233650688,1.553656819,8880547,7049.302583,1689.299248,41.76527477,8952806,7074.211879,4018929,7413.539295,536,37.4,16,8952806,7074.211879
1A1_G07,G07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,7,7,782,1259.5,1.24614008,1.56396006,8026047,7141.666166,1739.561387,40.04553837,8031972.5,7167.764949,3900906,7482.580207,524.5,39.11078431,15,8031972.5,7167.764949
1A1_G08,G08,Plate1_drugs,1,mdivi-1,treated,0.0625,1.25,1A1,7,8,822,1351.5,1.230387037,1.534473483,8644718,6675.486421,1620.760675,41.48232378,8645007.5,6684.125742,3937938,7012.300964,570,33.38819876,18,8645007.5,6684.125742
1A1_G09,G09,Plate1_drugs,1,mdivi-1,treated,0.03125,0.625,1A1,7,9,760,1339.5,1.225438897,1.535129121,8310141,6557.141659,1616.185031,41.29774613,8362351.5,6594.487006,3657578,6843.00803,531,33.43076923,17,8362351.5,6594.487006
1A1_G10,G10,Plate1_drugs,1,mdivi-1,treated,0.015625,0.3125,1A1,7,10,881,1318,1.219436438,1.497157863,7818044,6622.645494,1649.75533,40.96498163,7898331,6664.651568,3688923,7083.476021,513,33.31578947,17,7898331,6664.651568
1A1_G11,G11,Plate1_drugs,1,erastin,treated,1,20,1A1,7,11,735,1241,1.23123981,1.556732114,7792448,6794.452042,1660.920277,39.75034937,7854480,6834.131846,3705162,7214.292383,501,32.82608696,17,7854480,6834.131846
1A1_G12,G12,Plate1_drugs,1,erastin,treated,0.5,10,1A1,7,12,769,1323,1.242777434,1.566780725,8141818,6854.244444,1696.010377,41.042611,8170131,6883.752004,3893419,7239.755991,526,35.5625,16,8170131,6883.752004
1A1_G13,G13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,7,13,763,1297,1.235843023,1.538202653,8719821,7341.202544,1889.122672,40.63731893,8786247,7357.239275,3969566,7759.304348,513,33.1,16,8786247,7357.239275
1A1_G14,G14,Plate1_drugs,1,erastin,treated,0.25,5,1A1,7,14,827,1283,1.215418018,1.496686716,7961812,6821.477387,1679.19262,40.4174014,8038425,6857.705193,3780575,7256.827645,527,34.41176471,16,8038425,6857.705193
1A1_G15,G15,Plate1_drugs,1,erastin,treated,0.125,2.5,1A1,7,15,818,1394.5,1.223534435,1.540117634,9707296.5,7071.990301,1706.345943,42.13706786,9773679,7110.812397,4161920.5,7439.183186,560,35.64285714,17,9773679,7110.812397
1A1_G16,G16,Plate1_drugs,1,erastin,treated,0.0625,1.25,1A1,7,16,807,1338,1.228248645,1.541963981,9085535,7105.699183,1744.202132,41.27462309,9101068,7130.75562,4057965,7466.37299,539,37.84615385,16,9101068,7130.75562
1A1_G17,G17,Plate1_drugs,1,erastin,treated,0.03125,0.625,1A1,7,17,809,1355,1.218602104,1.503589059,8468979,6755.884422,1666.040078,41.53600346,8478255,6728.284169,4036736,7027.388489,560,29.75,21,8478255,6728.284169
1A1_G18,G18,Plate1_drugs,1,erastin,treated,0.015625,0.3125,1A1,7,18,837,1327,1.220850221,1.498847595,8465597,6770.239257,1709.763709,41.10460894,8465622,6763.369854,3806306,7137.67184,529,27.76470588,20,8465622,6763.369854
1A1_G19,G19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,7,19,718,1273,1.251016628,1.569050095,8327281,7407.74505,1847.785501,40.25958197,8365231,7418.432134,3868485.5,7770.67603,480,37.19457014,15,8365231,7418.432134
1A1_G20,G20,Plate1_drugs,1,golgicide-A,treated,1,20,1A1,7,20,365,1145,1.216082038,1.463436083,9140816,8626.216273,2360.02176,38.18192345,9159794,8645.988623,4391359,9542.454865,451,44.55555556,11,9159794,8645.988623
1A1_G21,G21,Plate1_drugs,1,golgicide-A,treated,0.5,10,1A1,7,21,556,1318.5,1.205700156,1.4496693,9396330,7615.938083,1854.041579,40.97275045,9458675,7647.060401,4190416.5,8074.261047,511.5,37.08333333,15,9458675,7647.060401
1A1_G22,G22,Plate1_drugs,1,golgicide-A,treated,0.25,5,1A1,7,22,731,1332,1.233104609,1.510355874,8961877,7426.238351,1764.171303,41.18197511,8990846,7496.76897,4108469,7867.240385,518,34.21052632,16,8990846,7496.76897
1A1_G23,G23,Plate1_drugs,1,golgicide-A,treated,0.125,2.5,1A1,7,23,864,1339.5,1.220608375,1.510477525,9356465.5,7483.32115,1779.1083,41.29775189,9399994,7508.339186,4200868,7784.098417,525,33.22567288,18,9399994,7508.339186
1A1_H02,H02,Plate1_drugs,1,golgicide-A,treated,0.0625,1.25,1A1,8,2,696,1419,1.215722524,1.484309606,11422342.5,8915.576956,2190.590407,42.50559983,11364969.5,8866.580082,5305997,9295.210879,578,41.96666667,15,11364969.5,8866.580082
1A1_H03,H03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,8,3,712,1336,1.232201702,1.553196992,11585058.5,9474.070707,2432.425339,41.24376066,11487500.5,9476.415125,5303768,10023.15468,536.5,45.11309524,13.5,11487500.5,9476.415125
1A1_H04,H04,Plate1_drugs,1,golgicide-A,treated,0.03125,0.625,1A1,8,4,760,1436.5,1.212702221,1.504077689,11532240,8486.008905,2048.436101,42.76690953,11485095,8454.38079,5261254,8842.56445,599,38.89732143,17,11485095,8454.38079
1A1_H05,H05,Plate1_drugs,1,golgicide-A,treated,0.015625,0.3125,1A1,8,5,768,1363.5,1.215974057,1.485639259,9632437,7370.21616,1840.95867,41.66607806,9657146,7407.421102,4296152,7970.867762,534,35.90208333,17.5,9657146,7407.421102
1A1_H06,H06,Plate1_drugs,1,MG-101,treated,1,20,1A1,8,6,91,1024,1.179697178,1.260600816,10025906,10754.98423,4094.29578,36.10813335,10008690,10769.28378,3571721,13794.21101,278,71,5,10008690,10769.28378
1A1_H07,H07,Plate1_drugs,1,MG-101,treated,0.5,10,1A1,8,7,120,1074,1.186879784,1.289333896,11909004.5,11600.35043,4046.843115,36.97917348,11998481,11626.91427,4895548,14124.72801,351.5,92.97222222,4,11998481,11626.91427
1A1_H08,H08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,8,8,914,1338.5,1.24478793,1.575237346,11433585,9077.299542,2259.201306,41.28233364,11404843,9046.139436,5386666.5,9422.321911,581,45.59821429,14,11404843,9046.139436
1A1_H09,H09,Plate1_drugs,1,MG-101,treated,0.25,5,1A1,8,9,156,1599,1.195298119,1.403802987,14235850,8794.724919,2664.791113,45.12105092,14238428,8737.257058,5295728,10082.47281,493,22.15073529,25.5,14238428,8737.257058
1A1_H10,H10,Plate1_drugs,1,MG-101,treated,0.125,2.5,1A1,8,10,303,2001,1.243146337,1.527996503,20316610,9843.930338,2720.296094,50.47526453,20252837,9790.933641,7322482,10545.2442,668,38.76190476,18,20252837,9790.933641
1A1_H11,H11,Plate1_drugs,1,MG-101,treated,0.0625,1.25,1A1,8,11,526,1415,1.24871735,1.579172603,10639901.5,8215.652933,2076.638495,42.44565886,10631029.5,8198.618841,4820881.5,8770.514341,548,35.81176471,17,10631029.5,8198.618841
1A1_H12,H12,Plate1_drugs,1,MG-101,treated,0.03125,0.625,1A1,8,12,767,1337,1.2249757,1.503623426,11922744,9581.90367,2387.067013,41.2591962,11850787,9567.211672,5381133,10195.83333,532,43.78571429,14,11850787,9567.211672
1A1_H13,H13,Plate1_drugs,1,MG-101,treated,0.015625,0.3125,1A1,8,13,750,1377.5,1.220986698,1.512246462,10887438.5,8531.882982,2154.206123,41.87943905,10908059,8535.607471,5036522,9078.32378,560,37.81593407,16,10908059,8535.607471
1A1_H14,H14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,8,14,739,1299,1.244646577,1.587034548,11063518,9542.348066,2576.798843,40.66863864,11068399,9553.341441,5229706,10562.58631,506,42.18181818,13,11068399,9553.341441
1A1_H15,H15,Plate1_drugs,1,leupeptin,treated,1,20,1A1,8,15,684,1323,1.233505385,1.540636463,11170575,9190.439018,2342.158774,41.042611,11139545,9202.08848,5010518,9846.49642,527,44.14109848,13.5,11139545,9202.08848
1A1_H16,H16,Plate1_drugs,1,leupeptin,treated,0.5,10,1A1,8,16,873,1326,1.227735526,1.53573436,11014882,9060.040602,2231.484681,41.08911822,11049144,9078.212613,5157298,9608.485605,544,44.66666667,14,11049144,9078.212613
1A1_H17,H17,Plate1_drugs,1,leupeptin,treated,0.25,5,1A1,8,17,841,1368,1.226535041,1.515635147,11109342,8944.301544,2214.969355,41.73477803,11100942,8938.32113,5253338,9425.486614,567,41,15,11100942,8938.32113
1A1_H18,H18,Plate1_drugs,1,leupeptin,treated,0.125,2.5,1A1,8,18,864,1299.5,1.224376725,1.49234701,10812461,9077.098715,2267.917692,40.67646404,10771649.5,9055.635429,5246396.5,9513.24505,536,42.6754386,14,10771649.5,9055.635429
1A1_H19,H19,Plate1_drugs,1,leupeptin,treated,0.0625,1.25,1A1,8,19,711,1389,1.239593682,1.542693716,11900598,9194.106952,2308.868936,42.05389076,11970853,9220.858115,5095505,9810.02834,532,39.20833333,15,11970853,9220.858115
1A1_H20,H20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,8,20,822,1289.5,1.246861461,1.591748961,10602540.5,9003.549654,2299.946358,40.51965364,10602052,9003.24127,5004692.5,9593.48071,533,42.42708333,14,10602052,9003.24127
1A1_H21,H21,Plate1_drugs,1,leupeptin,treated,0.03125,0.625,1A1,8,21,871,1364,1.219468292,1.499215965,10806453,8713.800368,2146.1458,41.6737176,10831626,8730.568783,4921008,9207.849315,532,37.76923077,16,10831626,8730.568783
1A1_H22,H22,Plate1_drugs,1,leupeptin,treated,0.015625,0.3125,1A1,8,22,852,1352,1.220436252,1.495067734,11456810,9212.179534,2275.714674,41.48999716,11473861,9231.28352,5148740,9701.194986,543,44.31372549,14,11473861,9231.28352
1A1_H23,H23,Plate1_drugs,1,BTB06584,treated,1,20,1A1,8,23,753,1271,1.234040421,1.569746781,9924795,8579.528474,2166.395318,40.22794379,9919981,8586.315622,4699669,9053.690531,513,40,14,9919981,8586.315622
1A1_I02,I02,Plate1_drugs,1,BTB06584,treated,0.5,10,1A1,9,2,723,1344,1.224848286,1.511050108,9426302,7682.00457,1920.006375,41.36706357,9388132,7724.776965,4342411,8029.404362,548,38.29411765,16,9388132,7724.776965
1A1_I03,I03,Plate1_drugs,1,BTB06584,treated,0.25,5,1A1,9,3,733,1370,1.228234999,1.523187917,9282396,7481.410841,1873.407402,41.76527477,9359920,7538.789107,4416657,7923.730337,571,40.88571429,15,9359920,7538.789107
1A1_I04,I04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,9,4,789,1358,1.240420665,1.584469355,9129573,6849.179745,1678.552673,41.58195885,9181885,6877.421533,3893012,7223.582133,538,34.15,17,9181885,6877.421533
1A1_I05,I05,Plate1_drugs,1,BTB06584,treated,0.125,2.5,1A1,9,5,810,1401,1.21467824,1.506185706,9684116,7142.762249,1736.82491,42.23515837,9714674.5,7176.35413,4267077.5,7420.089842,570.5,36.42434211,17,9714674.5,7176.35413
1A1_I06,I06,Plate1_drugs,1,BTB06584,treated,0.0625,1.25,1A1,9,6,781,1354,1.230420029,1.528164129,9128092,7175.057998,1757.681664,41.52067369,9179725,7209.5,4269402,7555.926136,556,39.2,16,9179725,7209.5
1A1_I07,I07,Plate1_drugs,1,BTB06584,treated,0.03125,0.625,1A1,9,7,803,1382,1.214579775,1.480582146,8525003,6887.396359,1661.284556,41.94778958,8510674,6877.369775,4030070,7111.407953,568,34.80952381,18,8510674,6877.369775
1A1_I08,I08,Plate1_drugs,1,BTB06584,treated,0.015625,0.3125,1A1,9,8,784,1337.5,1.223626188,1.506320791,8607671.5,6857.65153,1661.423641,41.26690964,8625027.5,6898.660796,3913880,7086.805957,552,33.41640867,17,8625027.5,6898.660796
1A1_I09,I09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,9,9,756,1258.5,1.243578693,1.576799983,7961064.5,7119.296914,1823.375978,40.0296315,7962314.5,7164.388236,3850011.5,7563.256171,494,36.6005291,15,7962314.5,7164.388236
1A1_I10,I10,Plate1_drugs,1,CK-636,treated,1,20,1A1,9,10,619,1293,1.23345418,1.543131231,8469077,7268.368769,1843.432273,40.57460698,8511428,7319.876416,4079555,7725.706085,525,40.52941176,15,8511428,7319.876416
1A1_I11,I11,Plate1_drugs,1,CK-636,treated,0.5,10,1A1,9,11,770,1308.5,1.217497127,1.518630472,8499046,6988.847877,1703.802995,40.81707237,8573672.5,7046.216876,3981525.5,7414.254139,546,38.27142857,16,8573672.5,7046.216876
1A1_I12,I12,Plate1_drugs,1,CK-636,treated,0.25,5,1A1,9,12,829,1302,1.219919812,1.491943033,8423100,7061.488453,1737.661992,40.71557303,8442392,7090.656522,3909361,7464.186773,515,33.83333333,18,8442392,7090.656522
1A1_I13,I13,Plate1_drugs,1,CK-636,treated,0.125,2.5,1A1,9,13,778,1339.5,1.221179138,1.518344343,8936360,7212.234559,1775.811065,41.29775189,8954355,7236.029281,4072032,7617.401113,534,34.36458333,17,8954355,7236.029281
1A1_I14,I14,Plate1_drugs,1,CK-636,treated,0.0625,1.25,1A1,9,14,828,1345,1.218859534,1.489949474,8456250,6902.333296,1645.874032,41.38244738,8498576.5,6934.755966,3982229.5,7208.805699,544,36.54166667,16,8498576.5,6934.755966
1A1_I15,I15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,9,15,801,1244,1.232717603,1.555415352,8398452,7320.368475,1892.720707,39.79836672,8430280,7384.929204,3946179,8025.542923,480,35.14285714,15,8430280,7384.929204
1A1_I16,I16,Plate1_drugs,1,CK-636,treated,0.03125,0.625,1A1,9,16,734,1289,1.234731728,1.525404476,8677262,7400.289415,1846.102538,40.5117949,8726304.5,7440.135711,4004593,7795.808921,502.5,34.48913043,17,8726304.5,7440.135711
1A1_I17,I17,Plate1_drugs,1,CK-636,treated,0.015625,0.3125,1A1,9,17,761,1345,1.226029014,1.533025373,8794044,7303.246696,1771.120901,41.38245024,8790139,7304.691771,4237607,7547.573006,552,35.125,17,8790139,7304.691771
1A1_I18,I18,Plate1_drugs,1,eliglustat,treated,1,20,1A1,9,18,708,1288.5,1.220228846,1.517890499,8594115,7357.854853,1823.072074,40.50392091,8617657.5,7357.637147,4225967.5,7727.891634,529.5,38.775,16,8617657.5,7357.637147
1A1_I19,I19,Plate1_drugs,1,eliglustat,treated,0.5,10,1A1,9,19,707,1262,1.228870234,1.520103391,8856607,7970.170093,2024.123389,40.08526295,8869095,8012.201908,4149636,8427.842569,479,39,14,8869095,8012.201908
1A1_I20,I20,Plate1_drugs,1,eliglustat,treated,0.25,5,1A1,9,20,839,1283,1.226997814,1.511430814,8838463,7509.591676,1828.607427,40.4174014,8885846,7539.617818,3864113,7876.603093,476,34.04761905,17,8885846,7539.617818
1A1_I21,I21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,9,21,889,1256,1.241185961,1.603594321,8000403,7156.770707,1766.02121,39.98985957,8014711,7165.712381,3812005,7540.015437,502,34.16666667,16,8014711,7165.712381
1A1_I22,I22,Plate1_drugs,1,eliglustat,treated,0.125,2.5,1A1,9,22,790,1292,1.221217742,1.537681765,8642592,7469.286436,1823.213438,40.5588865,8676816,7500.093994,3965321,7854.394972,497.5,36.02631579,15,8676816,7500.093994
1A1_I23,I23,Plate1_drugs,1,eliglustat,treated,0.0625,1.25,1A1,9,23,787,1276,1.225936668,1.51490922,8605266,7395.633131,1824.35447,40.30699268,8613004,7420.441036,3891254,7782.413605,485,30.93478261,18,8613004,7420.441036
1A1_J02,J02,Plate1_drugs,1,eliglustat,treated,0.03125,0.625,1A1,10,2,649,1445,1.217490296,1.495493613,12714603,9371.322756,2376.364573,42.89325287,12641721,9317.325476,5738023,9773.705769,602,44.64705882,14,12641721,9317.325476
1A1_J03,J03,Plate1_drugs,1,eliglustat,treated,0.015625,0.3125,1A1,10,3,580,1406.5,1.222309584,1.535472797,12537317,9350.174833,2343.060609,42.31797919,12477475,9346.572909,5535204.5,9876.295371,585,48.80357143,14,12477475,9346.572909
1A1_J04,J04,Plate1_drugs,1,dynasore,treated,1,20,1A1,10,4,460,1651.5,1.202661948,1.510933923,15970615,9363.436088,2437.649483,45.85580727,15897551.5,9313.982867,6564951,9829.833467,643.5,43.25192308,17,15897551.5,9313.982867
1A1_J05,J05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,10,5,706,1293.5,1.240099106,1.565843584,10949234,9457.306344,2380.474208,40.58245051,10907876.5,9438.683843,5385846,9961.754566,552.5,51.49494949,12,10907876.5,9438.683843
1A1_J06,J06,Plate1_drugs,1,dynasore,treated,0.5,10,1A1,10,6,582,1491.5,1.212069458,1.493341534,12502438.5,8960.033138,2237.156954,43.57790916,12496170,8928.372283,5465159.5,9421.936322,594.5,41.02272727,17,12496170,8928.372283
1A1_J07,J07,Plate1_drugs,1,dynasore,treated,0.25,5,1A1,10,7,626,1487.5,1.211968856,1.51282055,12778220.5,9201.350043,2266.332259,43.51941509,12671246.5,9154.190799,5830312.5,9530.269712,638.5,38.86309524,17,12671246.5,9154.190799
1A1_J08,J08,Plate1_drugs,1,dynasore,treated,0.125,2.5,1A1,10,8,735,1475,1.21559684,1.504152584,12631347,8897.227046,2237.556535,43.33622421,12520217,8827.884892,5746817,9342.005435,620,36.44,18,12520217,8827.884892
1A1_J09,J09,Plate1_drugs,1,dynasore,treated,0.0625,1.25,1A1,10,9,658,1408.5,1.211749335,1.493730236,11551344,8821.787953,2183.185641,42.34805061,11561925.5,8795.119562,5273846.5,9207.721021,575,45.36965812,14,11561925.5,8795.119562
1A1_J10,J10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,10,10,829,1340,1.246483272,1.579558544,10002956,7924.007032,1967.235333,41.30545957,10008613,7938.551905,4616964,8447.696189,555,41.05263158,15,10008613,7938.551905
1A1_J11,J11,Plate1_drugs,1,dynasore,treated,0.03125,0.625,1A1,10,11,701,1397,1.216633926,1.489171787,11376714,8903.892427,2189.881591,42.17482239,11358290,8902.155868,5118332,9344.586207,558,41.13333333,16,11358290,8902.155868
1A1_J12,J12,Plate1_drugs,1,dynasore,treated,0.015625,0.3125,1A1,10,12,711,1428,1.22317974,1.541753927,11416977,8526.461538,2125.954858,42.64019313,11362446,8534.80414,5357598,9024.466102,593,44.94736842,15,11362446,8534.80414
1A1_J13,J13,Plate1_drugs,1,LTX-315,treated,1,20,1A1,10,13,22,860.5,1.150072604,1.248350028,9774189.5,12644.25278,3517.13743,33.08911631,9569675.5,12562.63876,5043907.5,13759.6762,348.5,271,1,9569675.5,12562.63876
1A1_J14,J14,Plate1_drugs,1,LTX-315,treated,0.5,10,1A1,10,14,102,1560,1.174794197,1.333384448,11318041,7009.862147,2010.757661,44.56738553,11370781,6916.89431,4865995.5,7752.496515,587,19.27,27,11370781,6916.89431
1A1_J15,J15,Plate1_drugs,1,LTX-315,treated,0.25,5,1A1,10,15,398,1439.5,1.212354338,1.498848276,13566891,9595.141359,2554.331128,42.81153848,13604210,9598.421392,5666748,10360.56588,548,43.11538462,13.5,13604210,9598.421392
1A1_J16,J16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,10,16,758,1269,1.242814177,1.601149162,10482669.5,8854.362041,2221.525577,40.19626822,10489864,8869.002623,5192409,9360.322665,538,47.2875,13,10489864,8869.002623
1A1_J17,J17,Plate1_drugs,1,LTX-315,treated,0.125,2.5,1A1,10,17,714,1376,1.21354441,1.482572288,11348368,9177.153826,2257.674883,41.85663166,11327782.5,9159.789399,5269630,9522.264951,537.5,39.35897436,15,11327782.5,9159.789399
1A1_J18,J18,Plate1_drugs,1,LTX-315,treated,0.0625,1.25,1A1,10,18,808,1377.5,1.219499176,1.492211662,11101161,8853.441283,2208.315862,41.87943905,11121880.5,8858.724259,5163813,9396.683425,557,42.39423077,15,11121880.5,8858.724259
1A1_J19,J19,Plate1_drugs,1,LTX-315,treated,0.03125,0.625,1A1,10,19,661,1359,1.226411711,1.501128416,9932668,7631.432391,1932.046424,41.59726603,9983812,7689.871172,4370024,8128.291469,512,35.22222222,17,9983812,7689.871172
1A1_J20,J20,Plate1_drugs,1,LTX-315,treated,0.015625,0.3125,1A1,10,20,875,1302,1.223457734,1.503988586,11990435,9932.938916,2408.389965,40.71557303,11934864,9904.985437,5558350,10397.85533,540,45.66666667,13,11934864,9904.985437
1A1_J21,J21,Plate1_drugs,1,rolipram,treated,1,20,1A1,10,21,773,1275,1.243745323,1.57426202,10674230,9210.823389,2348.852282,40.29119531,10700041,9228.614946,5029063,9771.080586,513,44,14,10700041,9228.614946
1A1_J22,J22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,10,22,624,1251.5,1.260538236,1.617539749,10305895.5,9084.790605,2343.202778,39.9181566,10344296,9106.859543,4819047.5,9691.006171,509,43.91987179,12,10344296,9106.859543
1A1_J23,J23,Plate1_drugs,1,rolipram,treated,0.5,10,1A1,10,23,702,1312,1.23222418,1.528221996,10128179,8481.342165,2092.016022,40.87163176,10120522.5,8490.898006,4505729.5,8902.786167,513.5,36.41666667,15,10120522.5,8490.898006
1A1_K02,K02,Plate1_drugs,1,rolipram,treated,0.25,5,1A1,11,2,683,1296,1.222814395,1.49479847,8920273,7713.777674,1898.911759,40.62165002,8947177,7737.811853,4235828,8087.064236,519,37.18181818,16,8947177,7737.811853
1A1_K03,K03,Plate1_drugs,1,rolipram,treated,0.125,2.5,1A1,11,3,756,1272.5,1.217475422,1.480164139,8342355,7288.185138,1782.699708,40.25167398,8398622.5,7332.884059,4112296,7621.009028,532.5,42.01666667,15,8398622.5,7332.884059
1A1_K04,K04,Plate1_drugs,1,rolipram,treated,0.0625,1.25,1A1,11,4,667,1403,1.216581955,1.491234839,9223878,6981.884257,1712.28867,42.26529405,9271135,7002.93018,3941205,7296.511475,528,32.22580645,17,9271135,7002.93018
